tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
Table1a,2021.0,3.0,30721.0,33570.0,Boston," MA (Metropolitan Area)""""",San Diego," CA""""",13296.0,14679.0,MHT,SAN,2588.0,34.0,318.12,WN,0.4791,294.94,WN,0.4791,294.94202131329614679MHTSAN
Table1a,2021.0,3.0,30721.0,33570.0,Boston," MA (Metropolitan Area)""""",San Diego," CA""""",14307.0,14679.0,PVD,SAN,2588.0,82.0,349.32,AA,0.3709,367.39,DL,0.2,276.96202131430714679PVDSAN
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",10721.0,13931.0,BOS,ORF,487.0,215.0,184.15,DL,0.4505,191.44,G4,0.1187,78.67202131072113931BOSORF
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",10721.0,14098.0,BOS,PHF,487.0,8.0,224.3,AA,1.0,224.3,AA,1.0,224.30202131072114098BOSPHF
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",13296.0,13931.0,MHT,ORF,487.0,46.0,192.46,AA,0.4692,218.97,WN,0.3886,167.34202131329613931MHTORF
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",13296.0,14098.0,MHT,PHF,487.0,3.0,254.91,AA,0.9583,259.06,AA,0.9583,259.06202131329614098MHTPHF
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",14307.0,13931.0,PVD,ORF,487.0,58.0,223.03,AA,0.5599,239.53,WN,0.3352,205.82202131430713931PVDORF
Table1a,2021.0,3.0,30721.0,33667.0,Boston," MA (Metropolitan Area)""""",Norfolk," VA (Metropolitan Area)""""",14307.0,14098.0,PVD,PHF,487.0,3.0,261.2,AA,1.0,261.2,AA,1.0,261.20202131430714098PVDPHF
Table1a,2021.0,3.0,30721.0,34027.0,Boston," MA (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",10721.0,14027.0,BOS,PBI,1222.0,614.0,196.99,B6,0.883,195.0,UA,0.0209,159.87202131072114027BOSPBI
Table1a,2021.0,3.0,30721.0,34027.0,Boston," MA (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",13296.0,14027.0,MHT,PBI,1222.0,24.0,228.98,WN,0.5388,203.18,WN,0.5388,203.18202131329614027MHTPBI
Table1a,2021.0,3.0,30721.0,34027.0,Boston," MA (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",14307.0,14027.0,PVD,PBI,1222.0,81.0,213.47,B6,0.2934,127.34,B6,0.2934,127.34202131430714027PVDPBI
Table1a,2021.0,3.0,30721.0,34057.0,Boston," MA (Metropolitan Area)""""",Portland," OR""""",10721.0,14057.0,BOS,PDX,2537.0,644.0,308.48,AS,0.3748,333.55,DL,0.1697,287.03202131072114057BOSPDX
Table1a,2021.0,3.0,30721.0,34057.0,Boston," MA (Metropolitan Area)""""",Portland," OR""""",13296.0,14057.0,MHT,PDX,2537.0,18.0,339.53,WN,0.6442,314.32,WN,0.6442,314.32202131329614057MHTPDX
Table1a,2021.0,3.0,30721.0,34057.0,Boston," MA (Metropolitan Area)""""",Portland," OR""""",14307.0,14057.0,PVD,PDX,2537.0,30.0,351.17,WN,0.3429,364.11,DL,0.2964,330.56202131430714057PVDPDX
Table1a,2021.0,3.0,30721.0,34100.0,Boston," MA (Metropolitan Area)""""",Philadelphia," PA""""",10721.0,14100.0,BOS,PHL,289.0,911.0,169.38,AA,0.6439,173.88,B6,0.3095,163.67202131072114100BOSPHL
Table1a,2021.0,3.0,30721.0,34100.0,Boston," MA (Metropolitan Area)""""",Philadelphia," PA""""",13296.0,14100.0,MHT,PHL,289.0,74.0,218.4,AA,0.9765,219.0,UA,0.0147,185.30202131329614100MHTPHL
Table1a,2021.0,3.0,30721.0,34100.0,Boston," MA (Metropolitan Area)""""",Philadelphia," PA""""",14307.0,14100.0,PVD,PHL,289.0,72.0,230.88,AA,0.9653,236.18,F9,0.0317,62.19202131430714100PVDPHL
Table1a,2021.0,3.0,30721.0,34492.0,Boston," MA (Metropolitan Area)""""",Raleigh/Durham," NC""""",10721.0,14492.0,BOS,RDU,625.0,973.0,204.66,DL,0.5331,206.21,B6,0.374,203.61202131072114492BOSRDU
Table1a,2021.0,3.0,30721.0,34492.0,Boston," MA (Metropolitan Area)""""",Raleigh/Durham," NC""""",13296.0,14492.0,MHT,RDU,625.0,42.0,226.64,WN,0.4635,213.7,WN,0.4635,213.70202131329614492MHTRDU
Table1a,2021.0,3.0,30721.0,34492.0,Boston," MA (Metropolitan Area)""""",Raleigh/Durham," NC""""",14307.0,14492.0,PVD,RDU,625.0,67.0,229.95,AA,0.4314,236.83,WN,0.4134,228.37202131430714492PVDRDU
Table1a,2021.0,3.0,30721.0,34524.0,Boston," MA (Metropolitan Area)""""",Richmond," VA""""",10721.0,14524.0,BOS,RIC,487.0,510.0,179.22,B6,0.5135,180.64,DL,0.4246,175.49202131072114524BOSRIC
Table1a,2021.0,3.0,30721.0,34524.0,Boston," MA (Metropolitan Area)""""",Richmond," VA""""",13296.0,14524.0,MHT,RIC,487.0,9.0,233.98,AA,0.7975,242.45,UA,0.1899,202.43202131329614524MHTRIC
Table1a,2021.0,3.0,30721.0,34524.0,Boston," MA (Metropolitan Area)""""",Richmond," VA""""",14307.0,14524.0,PVD,RIC,487.0,16.0,231.2,AA,0.7778,247.56,UA,0.2083,171.63202131430714524PVDRIC
Table1a,2021.0,3.0,30721.0,34614.0,Boston," MA (Metropolitan Area)""""",Salt Lake City," UT""""",10721.0,14869.0,BOS,SLC,2105.0,761.0,279.37,DL,0.6578,304.61,B6,0.2272,220.68202131072114869BOSSLC
Table1a,2021.0,3.0,30721.0,34614.0,Boston," MA (Metropolitan Area)""""",Salt Lake City," UT""""",13296.0,14869.0,MHT,SLC,2105.0,27.0,292.82,WN,0.6071,268.73,WN,0.6071,268.73202131329614869MHTSLC
Table1a,2021.0,3.0,30721.0,34614.0,Boston," MA (Metropolitan Area)""""",Salt Lake City," UT""""",14307.0,14869.0,PVD,SLC,2105.0,30.0,314.13,WN,0.3464,264.56,WN,0.3464,264.56202131430714869PVDSLC
Table1a,2021.0,3.0,30721.0,34685.0,Boston," MA (Metropolitan Area)""""",Savannah," GA""""",10721.0,14685.0,BOS,SAV,917.0,325.0,192.42,B6,0.6622,191.27,AA,0.1395,180.37202131072114685BOSSAV
Table1a,2021.0,3.0,30721.0,34685.0,Boston," MA (Metropolitan Area)""""",Savannah," GA""""",13296.0,14685.0,MHT,SAV,917.0,17.0,219.39,AA,0.4843,254.61,UA,0.1509,171.46202131329614685MHTSAV
Table1a,2021.0,3.0,30721.0,34685.0,Boston," MA (Metropolitan Area)""""",Savannah," GA""""",14307.0,14685.0,PVD,SAV,917.0,35.0,210.39,AA,0.4151,209.35,UA,0.1038,186.28202131430714685PVDSAV
Table1a,2021.0,3.0,30721.0,34986.0,Boston," MA (Metropolitan Area)""""",Sarasota/Bradenton," FL""""",10721.0,14986.0,BOS,SRQ,1240.0,164.0,172.81,G4,0.2821,98.14,G4,0.2821,98.14202131072114986BOSSRQ
Table1a,2021.0,3.0,30721.0,34986.0,Boston," MA (Metropolitan Area)""""",Sarasota/Bradenton," FL""""",13296.0,14986.0,MHT,SRQ,1240.0,32.0,221.98,WN,0.678,193.95,WN,0.678,193.95202131329614986MHTSRQ
Table1a,2021.0,3.0,30721.0,34986.0,Boston," MA (Metropolitan Area)""""",Sarasota/Bradenton," FL""""",14307.0,14986.0,PVD,SRQ,1240.0,33.0,228.06,WN,0.4886,196.5,WN,0.4886,196.50202131430714986PVDSRQ
Table1a,2021.0,3.0,30785.0,30852.0,Burlington," VT""""",Washington," DC (Metropolitan Area)""""",10785.0,10821.0,BTV,BWI,441.0,1.0,282.69,AA,0.9167,286.1,AA,0.9167,286.10202131078510821BTVBWI
Table1a,2021.0,3.0,30785.0,30852.0,Burlington," VT""""",Washington," DC (Metropolitan Area)""""",10785.0,11278.0,BTV,DCA,441.0,112.0,231.59,AA,0.9709,231.27,AA,0.9709,231.27202131078511278BTVDCA
Table1a,2021.0,3.0,30785.0,30852.0,Burlington," VT""""",Washington," DC (Metropolitan Area)""""",10785.0,12264.0,BTV,IAD,441.0,63.0,258.36,UA,0.9794,258.55,UA,0.9794,258.55202131078512264BTVIAD
Table1a,2021.0,3.0,30792.0,30194.0,Buffalo," NY""""",Dallas/Fort Worth," TX""""",10792.0,11259.0,BUF,DAL,1212.0,38.0,234.66,WN,0.829,230.88,WN,0.829,230.88202131079211259BUFDAL
Table1a,2021.0,3.0,30792.0,30194.0,Buffalo," NY""""",Dallas/Fort Worth," TX""""",10792.0,11298.0,BUF,DFW,1212.0,159.0,284.38,AA,0.8007,295.09,DL,0.137,256.71202131079211298BUFDFW
Table1a,2021.0,3.0,30792.0,30852.0,Buffalo," NY""""",Washington," DC (Metropolitan Area)""""",10792.0,10821.0,BUF,BWI,296.0,161.0,148.18,WN,0.9886,147.92,WN,0.9886,147.92202131079210821BUFBWI
Table1a,2021.0,3.0,30792.0,30852.0,Buffalo," NY""""",Washington," DC (Metropolitan Area)""""",10792.0,11278.0,BUF,DCA,296.0,110.0,170.33,AA,0.9369,169.05,AA,0.9369,169.05202131079211278BUFDCA
Table1a,2021.0,3.0,30792.0,30852.0,Buffalo," NY""""",Washington," DC (Metropolitan Area)""""",10792.0,12264.0,BUF,IAD,296.0,76.0,172.51,UA,0.9813,171.17,UA,0.9813,171.17202131079212264BUFIAD
Table1a,2021.0,3.0,30792.0,30977.0,Buffalo," NY""""",Chicago," IL""""",10792.0,13232.0,BUF,MDW,473.0,121.0,153.63,WN,0.9838,153.04,WN,0.9838,153.04202131079213232BUFMDW
Table1a,2021.0,3.0,30792.0,30977.0,Buffalo," NY""""",Chicago," IL""""",10792.0,13930.0,BUF,ORD,473.0,210.0,188.35,UA,0.5316,179.75,UA,0.5316,179.75202131079213930BUFORD
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,11618.0,BUF,EWR,326.0,141.0,191.15,UA,0.9846,189.4,UA,0.9846,189.40202131079211618BUFEWR
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,12197.0,BUF,HPN,326.0,0.0,225.67,AA,1.0,225.67,AA,1.0,225.67202131079212197BUFHPN
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,12391.0,BUF,ISP,326.0,9.0,195.26,WN,0.8941,188.93,WN,0.8941,188.93202131079212391BUFISP
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,12478.0,BUF,JFK,326.0,535.0,186.95,B6,0.5972,185.13,B6,0.5972,185.13202131079212478BUFJFK
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,12953.0,BUF,LGA,326.0,71.0,174.07,DL,0.8995,175.0,AA,0.067,155.95202131079212953BUFLGA
Table1a,2021.0,3.0,30792.0,31703.0,Buffalo," NY""""",New York City," NY (Metropolitan Area)""""",10792.0,15070.0,BUF,SWF,326.0,0.0,206.0,AA,1.0,206.0,AA,1.0,206.00202131079215070BUFSWF
Table1a,2021.0,3.0,30792.0,32467.0,Buffalo," NY""""",Miami," FL (Metropolitan Area)""""",10792.0,11697.0,BUF,FLL,1185.0,290.0,176.55,WN,0.5564,174.8,AA,0.1416,164.02202131079211697BUFFLL
Table1a,2021.0,3.0,30792.0,32467.0,Buffalo," NY""""",Miami," FL (Metropolitan Area)""""",10792.0,13303.0,BUF,MIA,1185.0,129.0,178.14,AA,0.4389,183.21,F9,0.1432,149.29202131079213303BUFMIA
Table1a,2021.0,3.0,30792.0,32575.0,Buffalo," NY""""",Los Angeles," CA (Metropolitan Area)""""",10792.0,10800.0,BUF,BUR,2218.0,14.0,310.2,WN,0.8182,289.32,WN,0.8182,289.32202131079210800BUFBUR
Table1a,2021.0,3.0,30792.0,32575.0,Buffalo," NY""""",Los Angeles," CA (Metropolitan Area)""""",10792.0,12892.0,BUF,LAX,2218.0,323.0,270.59,B6,0.577,258.18,B6,0.577,258.18202131079212892BUFLAX
Table1a,2021.0,3.0,30792.0,32575.0,Buffalo," NY""""",Los Angeles," CA (Metropolitan Area)""""",10792.0,12954.0,BUF,LGB,2218.0,9.0,244.26,WN,0.881,220.34,WN,0.881,220.34202131079212954BUFLGB
Table1a,2021.0,3.0,30792.0,32575.0,Buffalo," NY""""",Los Angeles," CA (Metropolitan Area)""""",10792.0,13891.0,BUF,ONT,2218.0,24.0,312.47,WN,0.518,311.71,DL,0.1216,277.12202131079213891BUFONT
Table1a,2021.0,3.0,30792.0,32575.0,Buffalo," NY""""",Los Angeles," CA (Metropolitan Area)""""",10792.0,14908.0,BUF,SNA,2218.0,36.0,306.33,AA,0.4079,323.52,WN,0.287,283.40202131079214908BUFSNA
Table1a,2021.0,3.0,30792.0,33195.0,Buffalo," NY""""",Tampa," FL (Metropolitan Area)""""",10792.0,15304.0,BUF,TPA,1053.0,268.0,170.94,WN,0.5392,187.19,F9,0.2056,74.08202131079215304BUFTPA
Table1a,2021.0,3.0,30849.0,30194.0,Bozeman," MT""""",Dallas/Fort Worth," TX""""",10849.0,11259.0,BZN,DAL,1172.0,34.0,199.04,WN,0.9811,199.18,AS,0.0158,191.54202131084911259BZNDAL
Table1a,2021.0,3.0,30849.0,30194.0,Bozeman," MT""""",Dallas/Fort Worth," TX""""",10849.0,11298.0,BZN,DFW,1172.0,163.0,232.0,AA,0.8497,233.53,AS,0.0279,186.81202131084911298BZNDFW
Table1a,2021.0,3.0,30849.0,30852.0,Bozeman," MT""""",Washington," DC (Metropolitan Area)""""",10849.0,10821.0,BZN,BWI,1805.0,54.0,269.58,WN,0.3133,243.06,AA,0.1446,237.47202131084910821BZNBWI
Table1a,2021.0,3.0,30849.0,30852.0,Bozeman," MT""""",Washington," DC (Metropolitan Area)""""",10849.0,11278.0,BZN,DCA,1805.0,45.0,256.84,AA,0.3883,230.98,AA,0.3883,230.98202131084911278BZNDCA
Table1a,2021.0,3.0,30849.0,30852.0,Bozeman," MT""""",Washington," DC (Metropolitan Area)""""",10849.0,12264.0,BZN,IAD,1805.0,117.0,265.2,UA,0.8829,262.87,WN,0.0409,201.65202131084912264BZNIAD
Table1a,2021.0,3.0,30849.0,30977.0,Bozeman," MT""""",Chicago," IL""""",10849.0,13232.0,BZN,MDW,1198.0,18.0,218.02,WN,0.9752,216.31,WN,0.9752,216.31202131084913232BZNMDW
Table1a,2021.0,3.0,30849.0,30977.0,Bozeman," MT""""",Chicago," IL""""",10849.0,13930.0,BZN,ORD,1198.0,229.0,218.05,UA,0.554,231.37,AA,0.3464,198.00202131084913930BZNORD
Table1a,2021.0,3.0,30849.0,31703.0,Bozeman," MT""""",New York City," NY (Metropolitan Area)""""",10849.0,11618.0,BZN,EWR,1931.0,144.0,309.48,UA,0.841,316.81,AA,0.046,219.90202131084911618BZNEWR
Table1a,2021.0,3.0,30849.0,31703.0,Bozeman," MT""""",New York City," NY (Metropolitan Area)""""",10849.0,12197.0,BZN,HPN,1931.0,3.0,306.59,AA,0.6429,332.34,UA,0.1786,248.00202131084912197BZNHPN
Table1a,2021.0,3.0,30849.0,31703.0,Bozeman," MT""""",New York City," NY (Metropolitan Area)""""",10849.0,12391.0,BZN,ISP,1931.0,0.0,498.25,AA,1.0,498.25,AA,1.0,498.25202131084912391BZNISP
Table1a,2021.0,3.0,30849.0,31703.0,Bozeman," MT""""",New York City," NY (Metropolitan Area)""""",10849.0,12478.0,BZN,JFK,1931.0,145.0,228.96,DL,0.6285,246.84,B6,0.3124,188.17202131084912478BZNJFK
Table1a,2021.0,3.0,30849.0,31703.0,Bozeman," MT""""",New York City," NY (Metropolitan Area)""""",10849.0,12953.0,BZN,LGA,1931.0,57.0,273.39,AA,0.4297,241.97,AA,0.4297,241.97202131084912953BZNLGA
Table1a,2021.0,3.0,30849.0,32457.0,Bozeman," MT""""",San Francisco," CA (Metropolitan Area)""""",10849.0,13796.0,BZN,OAK,807.0,34.0,204.75,WN,0.3839,212.56,G4,0.1645,97.98202131084913796BZNOAK
Table1a,2021.0,3.0,30849.0,32457.0,Bozeman," MT""""",San Francisco," CA (Metropolitan Area)""""",10849.0,14771.0,BZN,SFO,807.0,155.0,245.65,UA,0.6403,279.35,AS,0.1281,174.23202131084914771BZNSFO
Table1a,2021.0,3.0,30849.0,32457.0,Bozeman," MT""""",San Francisco," CA (Metropolitan Area)""""",10849.0,14831.0,BZN,SJC,807.0,32.0,224.49,DL,0.473,231.5,WN,0.2601,194.42202131084914831BZNSJC
Table1a,2021.0,3.0,30849.0,32575.0,Bozeman," MT""""",Los Angeles," CA (Metropolitan Area)""""",10849.0,10800.0,BZN,BUR,908.0,19.0,152.81,DL,0.3943,187.74,WN,0.3886,112.75202131084910800BZNBUR
Table1a,2021.0,3.0,30849.0,32575.0,Bozeman," MT""""",Los Angeles," CA (Metropolitan Area)""""",10849.0,12892.0,BZN,LAX,908.0,244.0,157.99,AS,0.3367,143.5,B6,0.1216,133.38202131084912892BZNLAX
Table1a,2021.0,3.0,30849.0,32575.0,Bozeman," MT""""",Los Angeles," CA (Metropolitan Area)""""",10849.0,12954.0,BZN,LGB,908.0,4.0,231.97,DL,0.4857,324.18,AA,0.1143,143.00202131084912954BZNLGB
Table1a,2021.0,3.0,30849.0,32575.0,Bozeman," MT""""",Los Angeles," CA (Metropolitan Area)""""",10849.0,13891.0,BZN,ONT,908.0,21.0,186.95,DL,0.377,192.25,WN,0.3455,163.56202131084913891BZNONT
Table1a,2021.0,3.0,30849.0,32575.0,Bozeman," MT""""",Los Angeles," CA (Metropolitan Area)""""",10849.0,14908.0,BZN,SNA,908.0,50.0,195.58,WN,0.3312,155.21,WN,0.3312,155.21202131084914908BZNSNA
Table1a,2021.0,3.0,30852.0,34027.0,Washington," DC (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",10821.0,14027.0,BWI,PBI,883.0,276.0,190.11,WN,0.9088,186.71,WN,0.9088,186.71202131082114027BWIPBI
Table1a,2021.0,3.0,30852.0,34027.0,Washington," DC (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",11278.0,14027.0,DCA,PBI,883.0,285.0,179.92,AA,0.6478,175.74,AA,0.6478,175.74202131127814027DCAPBI
Table1a,2021.0,3.0,30852.0,34027.0,Washington," DC (Metropolitan Area)""""",West Palm Beach/Palm Beach," FL""""",12264.0,14027.0,IAD,PBI,883.0,102.0,192.88,UA,0.8036,190.51,UA,0.8036,190.51202131226414027IADPBI
Table1a,2021.0,3.0,30977.0,30189.0,Chicago," IL""""",Colorado Springs," CO""""",13232.0,11109.0,MDW,COS,917.0,118.0,134.19,WN,0.9935,134.15,WN,0.9935,134.15202131323211109MDWCOS
Table1a,2021.0,3.0,30977.0,30189.0,Chicago," IL""""",Colorado Springs," CO""""",13930.0,11109.0,ORD,COS,917.0,156.0,183.67,UA,0.6909,184.32,UA,0.6909,184.32202131393011109ORDCOS
Table1a,2021.0,3.0,30977.0,30194.0,Chicago," IL""""",Dallas/Fort Worth," TX""""",13232.0,11259.0,MDW,DAL,801.0,919.0,134.17,WN,0.9957,133.94,WN,0.9957,133.94202131323211259MDWDAL
Table1a,2021.0,3.0,30977.0,30194.0,Chicago," IL""""",Dallas/Fort Worth," TX""""",13232.0,11298.0,MDW,DFW,801.0,10.0,186.4,DL,0.9783,186.91,DL,0.9783,186.91202131323211298MDWDFW
Table1a,2021.0,3.0,30977.0,30194.0,Chicago," IL""""",Dallas/Fort Worth," TX""""",13930.0,11259.0,ORD,DAL,801.0,494.0,116.96,WN,0.9861,116.57,WN,0.9861,116.57202131393011259ORDDAL
Table1a,2021.0,3.0,30977.0,30194.0,Chicago," IL""""",Dallas/Fort Worth," TX""""",13930.0,11298.0,ORD,DFW,801.0,2230.0,153.65,AA,0.7628,158.17,UA,0.1613,157.25202131393011298ORDDFW
Table1a,2021.0,3.0,30977.0,30198.0,Chicago," IL""""",Pittsburgh," PA""""",13232.0,14122.0,MDW,PIT,413.0,234.0,146.05,WN,0.9893,145.57,WN,0.9893,145.57202131323214122MDWPIT
Table1a,2021.0,3.0,30977.0,30198.0,Chicago," IL""""",Pittsburgh," PA""""",13930.0,14122.0,ORD,PIT,413.0,418.0,182.39,AA,0.529,182.16,AA,0.529,182.16202131393014122ORDPIT
Table1a,2021.0,3.0,30977.0,30325.0,Chicago," IL""""",Denver," CO""""",13232.0,11292.0,MDW,DEN,895.0,874.0,142.3,WN,0.9915,141.83,WN,0.9915,141.83202131323211292MDWDEN
Table1a,2021.0,3.0,30977.0,30325.0,Chicago," IL""""",Denver," CO""""",13930.0,11292.0,ORD,DEN,895.0,2989.0,149.75,UA,0.4718,168.66,WN,0.2189,120.97202131393011292ORDDEN
Table1a,2021.0,3.0,30977.0,30436.0,Chicago," IL""""",Tucson," AZ""""",13232.0,15376.0,MDW,TUS,1440.0,72.0,203.99,WN,0.9834,203.77,WN,0.9834,203.77202131323215376MDWTUS
Table1a,2021.0,3.0,30977.0,30436.0,Chicago," IL""""",Tucson," AZ""""",13930.0,15376.0,ORD,TUS,1440.0,207.0,245.14,AA,0.7486,237.67,AA,0.7486,237.67202131393015376ORDTUS
Table1a,2021.0,3.0,30977.0,30466.0,Chicago," IL""""",Phoenix," AZ""""",13232.0,14107.0,MDW,PHX,1444.0,954.0,164.49,WN,0.9882,164.45,WN,0.9882,164.45202131323214107MDWPHX
Table1a,2021.0,3.0,30977.0,30466.0,Chicago," IL""""",Phoenix," AZ""""",13930.0,14107.0,ORD,PHX,1444.0,2507.0,167.36,AA,0.5485,173.06,WN,0.1315,151.72202131393014107ORDPHX
Table1a,2021.0,3.0,30977.0,30529.0,Chicago," IL""""",Hartford," CT""""",13232.0,10529.0,MDW,BDL,783.0,139.0,207.35,WN,0.9789,206.47,WN,0.9789,206.47202131323210529MDWBDL
Table1a,2021.0,3.0,30977.0,30529.0,Chicago," IL""""",Hartford," CT""""",13930.0,10529.0,ORD,BDL,783.0,382.0,246.53,AA,0.5139,243.77,AA,0.5139,243.77202131393010529ORDBDL
Table1a,2021.0,3.0,30977.0,30559.0,Chicago," IL""""",Seattle," WA""""",13232.0,14747.0,MDW,SEA,1733.0,235.0,183.07,WN,0.9811,181.0,WN,0.9811,181.00202131323214747MDWSEA
Table1a,2021.0,3.0,30977.0,30559.0,Chicago," IL""""",Seattle," WA""""",13930.0,14747.0,ORD,SEA,1733.0,2183.0,188.23,AS,0.359,192.05,UA,0.2481,185.10202131393014747ORDSEA
Table1a,2021.0,3.0,30977.0,30615.0,Chicago," IL""""",El Paso," TX""""",13232.0,11540.0,MDW,ELP,1237.0,43.0,193.05,WN,0.9925,192.12,WN,0.9925,192.12202131323211540MDWELP
Table1a,2021.0,3.0,30977.0,30615.0,Chicago," IL""""",El Paso," TX""""",13930.0,11540.0,ORD,ELP,1237.0,275.0,188.83,AA,0.6996,177.3,AA,0.6996,177.30202131393011540ORDELP
Table1a,2021.0,3.0,30977.0,30647.0,Chicago," IL""""",Cleveland," OH (Metropolitan Area)""""",13232.0,11042.0,MDW,CLE,343.0,207.0,149.16,WN,0.99,148.93,WN,0.99,148.93202131323211042MDWCLE
Table1a,2021.0,3.0,30977.0,30647.0,Chicago," IL""""",Cleveland," OH (Metropolitan Area)""""",13930.0,10874.0,ORD,CAK,343.0,41.0,190.31,UA,0.9867,191.04,UA,0.9867,191.04202131393010874ORDCAK
Table1a,2021.0,3.0,30977.0,30647.0,Chicago," IL""""",Cleveland," OH (Metropolitan Area)""""",13930.0,11042.0,ORD,CLE,343.0,530.0,170.57,UA,0.6941,168.35,UA,0.6941,168.35202131393011042ORDCLE
Table1a,2021.0,3.0,30977.0,30693.0,Chicago," IL""""",Nashville," TN""""",13232.0,10693.0,MDW,BNA,409.0,472.0,142.26,WN,0.9878,141.63,WN,0.9878,141.63202131323210693MDWBNA
Table1a,2021.0,3.0,30977.0,30693.0,Chicago," IL""""",Nashville," TN""""",13930.0,10693.0,ORD,BNA,409.0,967.0,146.97,AA,0.3906,149.9,WN,0.3234,127.32202131393010693ORDBNA
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13232.0,10821.0,MDW,BWI,621.0,534.0,150.41,WN,0.9849,150.04,WN,0.9849,150.04202131323210821MDWBWI
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13232.0,11278.0,MDW,DCA,621.0,421.0,156.62,WN,0.9791,155.39,WN,0.9791,155.39202131323211278MDWDCA
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13232.0,12264.0,MDW,IAD,621.0,161.0,141.23,WN,0.9751,139.7,WN,0.9751,139.70202131323212264MDWIAD
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13930.0,10821.0,ORD,BWI,621.0,798.0,158.18,WN,0.4515,136.53,WN,0.4515,136.53202131393010821ORDBWI
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13930.0,11278.0,ORD,DCA,621.0,1285.0,178.22,AA,0.6238,176.52,AA,0.6238,176.52202131393011278ORDDCA
Table1a,2021.0,3.0,30977.0,30852.0,Chicago," IL""""",Washington," DC (Metropolitan Area)""""",13930.0,12264.0,ORD,IAD,621.0,462.0,194.02,UA,0.9718,193.28,UA,0.9718,193.28202131393012264ORDIAD
Table1a,2021.0,3.0,30977.0,31066.0,Chicago," IL""""",Columbus," OH""""",13232.0,11066.0,MDW,CMH,296.0,218.0,152.18,WN,0.9846,151.35,WN,0.9846,151.35202131323211066MDWCMH
Table1a,2021.0,3.0,30977.0,31066.0,Chicago," IL""""",Columbus," OH""""",13930.0,11066.0,ORD,CMH,296.0,414.0,166.12,AA,0.4932,156.85,AA,0.4932,156.85202131393011066ORDCMH
Table1a,2021.0,3.0,30977.0,31123.0,Chicago," IL""""",St. Louis," MO""""",13232.0,15016.0,MDW,STL,258.0,248.0,150.78,WN,0.9996,150.7,WN,0.9996,150.70202131323215016MDWSTL
Table1a,2021.0,3.0,30977.0,31123.0,Chicago," IL""""",St. Louis," MO""""",13930.0,15016.0,ORD,STL,258.0,332.0,150.54,AA,0.5522,146.11,AA,0.5522,146.11202131393015016ORDSTL
Table1a,2021.0,3.0,30977.0,31135.0,Chicago," IL""""",Myrtle Beach," SC""""",13232.0,13577.0,MDW,MYR,753.0,240.0,118.24,WN,0.9837,117.39,WN,0.9837,117.39202131323213577MDWMYR
Table1a,2021.0,3.0,30977.0,31135.0,Chicago," IL""""",Myrtle Beach," SC""""",13930.0,13577.0,ORD,MYR,753.0,314.0,130.31,AA,0.3463,153.49,NK,0.2693,77.59202131393013577ORDMYR
Table1a,2021.0,3.0,30977.0,31136.0,Chicago," IL""""",Jacksonville," FL""""",13232.0,12451.0,MDW,JAX,864.0,121.0,182.15,WN,0.9183,175.64,WN,0.9183,175.64202131323212451MDWJAX
